step, train_loss, train_time, train_acc, last_char_acc
153, 2.1451, 11.88, 0.3511, 0.4375
154, 2.1751, 11.93, 0.3374, 0.3125
155, 2.1619, 11.98, 0.3435, 0.2812
156, 2.2628, 12.03, 0.3130, 0.4062
157, 2.1296, 12.08, 0.3591, 0.2500
158, 2.0901, 12.12, 0.3591, 0.5312
159, 2.1894, 12.17, 0.3340, 0.3750
160, 2.1179, 12.21, 0.3491, 0.3438
161, 2.1811, 12.26, 0.3335, 0.3125
162, 2.1393, 12.31, 0.3435, 0.3438
163, 2.1768, 12.35, 0.3464, 0.5312
164, 2.1381, 12.40, 0.3481, 0.3750
165, 2.1819, 12.45, 0.3455, 0.3125
166, 2.1122, 12.50, 0.3518, 0.3438
167, 2.1606, 12.54, 0.3396, 0.2812
168, 2.1072, 12.59, 0.3491, 0.4062
169, 2.1115, 12.64, 0.3467, 0.2812
170, 2.1408, 12.68, 0.3342, 0.3750
171, 2.1392, 12.73, 0.3413, 0.2500
172, 2.1351, 12.78, 0.3499, 0.2500
173, 2.1167, 12.83, 0.3501, 0.2812
174, 2.1587, 12.87, 0.3464, 0.4375
175, 2.1368, 12.92, 0.3464, 0.3125
176, 2.1471, 12.97, 0.3391, 0.3438
177, 2.1469, 13.01, 0.3486, 0.3750
178, 2.1122, 13.06, 0.3623, 0.4062
179, 2.1351, 13.12, 0.3376, 0.5312
180, 2.1026, 13.17, 0.3655, 0.3438
181, 2.1351, 13.21, 0.3501, 0.2188
182, 2.0613, 13.27, 0.3750, 0.4688
183, 2.1281, 13.31, 0.3499, 0.4062
184, 2.0566, 13.36, 0.3735, 0.3125
185, 2.1028, 13.41, 0.3625, 0.4062
186, 2.0826, 13.46, 0.3579, 0.2188
187, 2.1047, 13.51, 0.3657, 0.3125
188, 2.1040, 13.56, 0.3555, 0.2500
189, 2.0797, 13.61, 0.3711, 0.3438
190, 2.1430, 13.66, 0.3525, 0.3438
191, 2.1032, 13.71, 0.3582, 0.4062
192, 2.0559, 13.76, 0.3767, 0.3750
193, 2.0443, 13.81, 0.3770, 0.3438
194, 2.0590, 13.86, 0.3801, 0.4375
195, 2.0575, 13.91, 0.3730, 0.4062
196, 2.0958, 13.96, 0.3701, 0.3750
197, 2.0778, 14.01, 0.3672, 0.3438
198, 2.0953, 14.06, 0.3582, 0.4688
199, 2.0476, 14.11, 0.3750, 0.5312
200, 2.0748, 14.16, 0.3630, 0.3438
201, 2.0375, 14.21, 0.3767, 0.3438
202, 2.1075, 14.26, 0.3621, 0.5312
203, 2.0829, 14.31, 0.3704, 0.3438
204, 2.0914, 14.36, 0.3550, 0.3750
205, 2.0731, 14.41, 0.3728, 0.4688
206, 2.0617, 14.46, 0.3804, 0.3750
207, 2.0120, 14.51, 0.3950, 0.4688
208, 2.0484, 14.56, 0.3782, 0.4688
209, 2.0392, 14.61, 0.3672, 0.3750
210, 1.9992, 14.66, 0.3982, 0.4062
211, 2.0565, 14.71, 0.3669, 0.3125
212, 1.9476, 14.76, 0.4092, 0.3750
213, 1.9717, 14.81, 0.3916, 0.3438
214, 1.9894, 14.86, 0.4011, 0.4688
215, 2.0521, 14.91, 0.3757, 0.3750
216, 2.0465, 14.96, 0.3687, 0.2812
217, 1.9898, 15.01, 0.3962, 0.4375
218, 2.0137, 15.06, 0.3838, 0.3125
219, 1.9966, 15.11, 0.3928, 0.5312
220, 2.0442, 15.16, 0.3733, 0.2500
221, 2.0273, 15.22, 0.3872, 0.3750
222, 1.9979, 15.27, 0.3906, 0.3750
223, 2.0164, 15.33, 0.3918, 0.3750
224, 2.0321, 15.37, 0.3726, 0.3750
225, 1.9540, 15.43, 0.4121, 0.4375
226, 2.0272, 15.48, 0.3860, 0.4375
227, 2.0248, 15.53, 0.3875, 0.3438
228, 2.0645, 15.58, 0.3711, 0.2500
229, 2.0576, 15.63, 0.3733, 0.2812
230, 2.0257, 15.68, 0.3772, 0.5938
231, 1.9913, 15.73, 0.3894, 0.3125
232, 2.0318, 15.78, 0.3831, 0.4688
233, 1.9942, 15.83, 0.4009, 0.5938
234, 2.0717, 15.88, 0.3687, 0.3125
235, 1.9910, 15.92, 0.3904, 0.4688
236, 1.9501, 15.97, 0.4004, 0.3750
237, 1.9821, 16.02, 0.3911, 0.3750
238, 1.9451, 16.07, 0.4131, 0.2188
239, 2.0069, 16.13, 0.3960, 0.3750
240, 2.0365, 16.18, 0.3750, 0.4688
241, 2.0628, 16.24, 0.3699, 0.4688
242, 1.9936, 16.29, 0.4058, 0.2500
243, 2.0275, 16.33, 0.3796, 0.3125
244, 1.9210, 16.39, 0.4153, 0.3125
245, 2.0015, 16.44, 0.3850, 0.4062
246, 2.0046, 16.49, 0.3884, 0.3438
247, 1.9707, 16.54, 0.4026, 0.4062
248, 1.9494, 16.59, 0.3994, 0.6562
249, 1.9101, 16.64, 0.4094, 0.4688
250, 1.9237, 16.69, 0.4167, 0.4062
251, 2.0061, 16.74, 0.3955, 0.4375
252, 1.9182, 16.79, 0.4170, 0.5000
253, 1.9427, 16.84, 0.4116, 0.5938
254, 1.9938, 16.89, 0.3940, 0.2812
255, 1.9192, 16.94, 0.4058, 0.4062
256, 1.9444, 16.99, 0.4102, 0.2812
257, 1.9523, 17.04, 0.4146, 0.5625
258, 1.9799, 17.09, 0.3994, 0.4688
259, 1.9532, 17.14, 0.3965, 0.2812
260, 1.9288, 17.19, 0.4106, 0.3438
261, 1.9868, 17.24, 0.3911, 0.2812
262, 1.9789, 17.29, 0.3894, 0.4688
263, 1.9581, 17.34, 0.4021, 0.4062
264, 1.9159, 17.39, 0.4153, 0.3750
265, 1.9120, 17.44, 0.4160, 0.4375
266, 1.9649, 17.49, 0.4070, 0.3750
267, 1.8940, 17.54, 0.4272, 0.4375
268, 1.9354, 17.59, 0.4099, 0.5312
269, 1.9300, 17.64, 0.4055, 0.5312
270, 1.9479, 17.70, 0.4089, 0.5000
271, 1.9522, 17.74, 0.4065, 0.3438
272, 1.9227, 17.80, 0.4133, 0.4375
273, 1.8936, 17.85, 0.4260, 0.3438
274, 1.9176, 17.90, 0.4199, 0.4062
275, 1.9298, 17.95, 0.4116, 0.5000
276, 1.9025, 18.00, 0.4097, 0.4062
277, 1.9415, 18.05, 0.4121, 0.3438
278, 1.9008, 18.10, 0.4248, 0.4688
279, 2.0191, 18.14, 0.3909, 0.2812
280, 1.9497, 18.20, 0.4033, 0.5000
281, 1.8959, 18.24, 0.4165, 0.4375
282, 1.8632, 18.30, 0.4175, 0.5312
283, 1.9453, 18.35, 0.4104, 0.5000
284, 1.9532, 18.40, 0.4031, 0.5000
285, 1.9586, 18.44, 0.4070, 0.4375
286, 1.9309, 18.49, 0.4204, 0.3750
287, 1.8678, 18.53, 0.4275, 0.3750
288, 2.0005, 18.58, 0.3936, 0.4375
289, 2.0000, 18.62, 0.3958, 0.2500
290, 1.9412, 18.67, 0.4023, 0.4375
291, 1.9901, 18.71, 0.3945, 0.3438
292, 1.9006, 18.76, 0.4197, 0.6562
293, 1.9254, 18.80, 0.4128, 0.3750
294, 1.8459, 18.85, 0.4407, 0.3750
295, 1.8720, 18.90, 0.4292, 0.5625
296, 1.9534, 18.94, 0.4048, 0.3750
297, 1.9584, 18.99, 0.3965, 0.3438
298, 1.8830, 19.03, 0.4341, 0.5000
299, 1.9774, 19.08, 0.3945, 0.4375
300, 1.9219, 19.13, 0.4141, 0.4062
301, 1.9150, 19.17, 0.4128, 0.4375
302, 1.8823, 19.22, 0.4304, 0.3750
303, 1.9360, 19.27, 0.4221, 0.4688
304, 1.8534, 19.31, 0.4292, 0.4375
305, 1.8875, 19.36, 0.4326, 0.5938
306, 1.9285, 19.41, 0.4209, 0.4062
307, 1.8688, 19.45, 0.4265, 0.3750
308, 1.8614, 19.50, 0.4333, 0.3438
309, 1.8262, 19.55, 0.4404, 0.5000
310, 1.9093, 19.59, 0.4102, 0.2188
311, 1.8971, 19.64, 0.4226, 0.5312
312, 1.8512, 19.68, 0.4421, 0.5312
313, 1.8586, 19.73, 0.4312, 0.5000
314, 1.9311, 19.78, 0.4094, 0.4062
315, 1.8897, 19.82, 0.4138, 0.4375
316, 1.8618, 19.87, 0.4250, 0.3750
317, 1.7798, 19.91, 0.4568, 0.5312
318, 1.8799, 19.96, 0.4324, 0.3750
319, 1.9024, 20.00, 0.4163, 0.4062
320, 1.9186, 20.05, 0.4224, 0.3438
321, 1.8054, 20.10, 0.4446, 0.3438
322, 1.9168, 20.14, 0.4177, 0.3438
323, 1.8734, 20.19, 0.4395, 0.5312
324, 1.9341, 20.24, 0.4155, 0.3125
325, 1.9387, 20.28, 0.4197, 0.5312
326, 1.8559, 20.33, 0.4224, 0.4062
327, 1.8287, 20.38, 0.4404, 0.5312
328, 1.8506, 20.42, 0.4324, 0.4688
329, 1.8938, 20.47, 0.4321, 0.5938
330, 1.8888, 20.51, 0.4292, 0.5625
331, 1.8346, 20.56, 0.4409, 0.5000
332, 1.9004, 20.61, 0.4246, 0.3750
333, 1.9022, 20.65, 0.4272, 0.3125
334, 1.8609, 20.70, 0.4280, 0.5312
335, 1.8067, 20.75, 0.4460, 0.3750
336, 1.9046, 20.79, 0.4167, 0.4375
337, 1.8142, 20.84, 0.4355, 0.3750
338, 1.8532, 20.88, 0.4324, 0.5312
339, 1.9006, 20.93, 0.4175, 0.3438
340, 1.7462, 20.97, 0.4634, 0.5000
341, 1.8328, 21.02, 0.4504, 0.5312
342, 1.8302, 21.07, 0.4446, 0.4688
343, 1.8691, 21.11, 0.4312, 0.4375
344, 1.7635, 21.16, 0.4583, 0.3750
345, 1.9032, 21.20, 0.4285, 0.4062
346, 1.8279, 21.25, 0.4395, 0.4375
347, 1.8952, 21.30, 0.4185, 0.3750
348, 1.8662, 21.34, 0.4343, 0.3125
349, 1.8696, 21.39, 0.4143, 0.3438
350, 1.8646, 21.44, 0.4304, 0.2188
351, 1.8804, 21.48, 0.4365, 0.5625
352, 1.7904, 21.53, 0.4663, 0.4688
353, 1.7998, 21.58, 0.4531, 0.5312
354, 1.8455, 21.62, 0.4424, 0.4062
355, 1.8335, 21.67, 0.4426, 0.4375
356, 1.8134, 21.71, 0.4468, 0.5625
357, 1.8629, 21.76, 0.4390, 0.5625
358, 1.8405, 21.81, 0.4409, 0.3750
359, 1.8872, 21.85, 0.4368, 0.4688
360, 1.8686, 21.90, 0.4189, 0.3438
361, 1.8233, 21.94, 0.4424, 0.5625
362, 1.9406, 21.99, 0.4119, 0.5000
363, 1.8641, 22.04, 0.4236, 0.5000
364, 1.8698, 22.08, 0.4248, 0.3438
365, 1.7918, 22.13, 0.4519, 0.4375
366, 1.8564, 22.17, 0.4341, 0.4062
367, 1.8023, 22.22, 0.4526, 0.3125
368, 1.7911, 22.27, 0.4668, 0.5938
369, 1.8059, 22.31, 0.4565, 0.5000
370, 1.7951, 22.36, 0.4568, 0.2812
371, 1.8883, 22.41, 0.4258, 0.3125
372, 1.7634, 22.45, 0.4600, 0.4688
373, 1.8111, 22.50, 0.4485, 0.4375
374, 1.7964, 22.55, 0.4478, 0.4688
375, 1.8467, 22.59, 0.4358, 0.4062
376, 1.7936, 22.64, 0.4578, 0.5312
377, 1.7470, 22.68, 0.4636, 0.5312
378, 1.8471, 22.73, 0.4294, 0.4688
379, 1.8146, 22.78, 0.4487, 0.5625
380, 1.8036, 22.82, 0.4526, 0.5000
381, 1.7930, 22.87, 0.4480, 0.5312
382, 1.8585, 22.92, 0.4246, 0.5000
383, 1.8478, 22.96, 0.4343, 0.3750
384, 1.7832, 23.01, 0.4597, 0.4688
385, 1.7708, 23.05, 0.4575, 0.3750
386, 1.7876, 23.10, 0.4585, 0.5000
387, 1.8307, 23.14, 0.4399, 0.3750
388, 1.8267, 23.19, 0.4375, 0.4062
389, 1.7411, 23.24, 0.4653, 0.4375
390, 1.8209, 23.28, 0.4487, 0.3125
391, 1.8140, 23.33, 0.4429, 0.5938
392, 1.8275, 23.38, 0.4482, 0.4688
393, 1.8006, 23.42, 0.4521, 0.4375
394, 1.7834, 23.47, 0.4524, 0.4375
395, 1.7798, 23.52, 0.4573, 0.5625
396, 1.8117, 23.56, 0.4448, 0.5312
397, 1.8308, 23.61, 0.4463, 0.5000
398, 1.8252, 23.65, 0.4441, 0.4375
399, 1.7999, 23.70, 0.4460, 0.6875
400, 1.8870, 23.75, 0.4250, 0.4375
401, 1.7840, 23.79, 0.4534, 0.3750
402, 1.7701, 23.84, 0.4548, 0.5625
403, 1.7697, 23.89, 0.4612, 0.5312
404, 1.7304, 23.93, 0.4709, 0.4062
405, 1.8430, 23.98, 0.4434, 0.6250
406, 1.7724, 24.03, 0.4519, 0.5312
407, 1.7992, 24.07, 0.4473, 0.4375
408, 1.7740, 24.12, 0.4612, 0.4062
409, 1.8109, 24.17, 0.4536, 0.5625
410, 1.7926, 24.21, 0.4456, 0.5000
411, 1.7596, 24.26, 0.4639, 0.4688
412, 1.7762, 24.30, 0.4668, 0.4375
413, 1.7622, 24.35, 0.4666, 0.5938
414, 1.7463, 24.40, 0.4683, 0.5938
415, 1.7628, 24.45, 0.4580, 0.5625
416, 1.7553, 24.49, 0.4639, 0.5312
417, 1.7908, 24.54, 0.4529, 0.4062
418, 1.7622, 24.58, 0.4646, 0.6250
419, 1.7537, 24.63, 0.4592, 0.3438
420, 1.7965, 24.68, 0.4521, 0.5938
421, 1.8487, 24.72, 0.4316, 0.3438
422, 1.8263, 24.77, 0.4385, 0.2500
423, 1.7728, 24.81, 0.4646, 0.4688
424, 1.7512, 24.86, 0.4707, 0.5000
425, 1.8093, 24.91, 0.4534, 0.3438
426, 1.8086, 24.95, 0.4392, 0.5312
427, 1.7395, 25.00, 0.4722, 0.6250
428, 1.7545, 25.05, 0.4602, 0.5312
429, 1.7893, 25.09, 0.4529, 0.4688
430, 1.7793, 25.14, 0.4541, 0.5000
431, 1.6914, 25.18, 0.4873, 0.4375
432, 1.7236, 25.23, 0.4749, 0.5938
433, 1.7055, 25.28, 0.4795, 0.4688
434, 1.7422, 25.32, 0.4697, 0.3438
435, 1.7766, 25.37, 0.4592, 0.3438
436, 1.6844, 25.41, 0.4822, 0.4688
437, 1.7114, 25.46, 0.4761, 0.3125
438, 1.7685, 25.51, 0.4587, 0.3125
439, 1.7170, 25.55, 0.4709, 0.3125
440, 1.7955, 25.60, 0.4507, 0.5312
441, 1.7094, 25.65, 0.4846, 0.5625
442, 1.6986, 25.69, 0.4902, 0.5000
443, 1.7420, 25.74, 0.4790, 0.3750
444, 1.7819, 25.79, 0.4629, 0.3438
445, 1.8026, 25.83, 0.4631, 0.3438
446, 1.7535, 25.88, 0.4697, 0.5312
447, 1.7325, 25.93, 0.4658, 0.4688
448, 1.7711, 25.97, 0.4673, 0.4375
449, 1.6753, 26.02, 0.4822, 0.5000
450, 1.7883, 26.06, 0.4585, 0.7500
451, 1.8207, 26.11, 0.4558, 0.4375
452, 1.7847, 26.16, 0.4609, 0.4062
453, 1.7428, 26.20, 0.4663, 0.3750
454, 1.7723, 26.25, 0.4578, 0.4688
455, 1.7517, 26.30, 0.4636, 0.5312
456, 1.7309, 26.34, 0.4758, 0.4688
457, 1.7799, 26.39, 0.4624, 0.4375
458, 1.7393, 26.44, 0.4712, 0.5000
459, 1.7315, 26.48, 0.4766, 0.5312
460, 1.6804, 26.53, 0.4890, 0.5938
461, 1.6912, 26.58, 0.4905, 0.5938
462, 1.7661, 26.62, 0.4626, 0.5312
463, 1.7520, 26.67, 0.4727, 0.5312
464, 1.8104, 26.71, 0.4558, 0.4688
465, 1.7123, 26.76, 0.4836, 0.5312
466, 1.7139, 26.81, 0.4736, 0.5312
467, 1.7979, 26.85, 0.4521, 0.4375
468, 1.7134, 26.90, 0.4724, 0.4688
469, 1.7989, 26.95, 0.4470, 0.5000
470, 1.7349, 26.99, 0.4766, 0.4688
471, 1.7310, 27.04, 0.4736, 0.4688
472, 1.7493, 27.08, 0.4595, 0.5312
473, 1.7123, 27.13, 0.4827, 0.6562
474, 1.7633, 27.17, 0.4607, 0.4062
475, 1.7295, 27.22, 0.4656, 0.6250
476, 1.8526, 27.27, 0.4497, 0.3750
477, 1.7410, 27.31, 0.4812, 0.2812
478, 1.6714, 27.36, 0.4946, 0.5312
479, 1.7248, 27.41, 0.4761, 0.6250
480, 1.7235, 27.45, 0.4751, 0.5312
481, 1.6996, 27.50, 0.4822, 0.6250
482, 1.7409, 27.55, 0.4680, 0.4688
483, 1.6548, 27.59, 0.4963, 0.5312
484, 1.6501, 27.64, 0.4941, 0.4688
485, 1.7668, 27.68, 0.4558, 0.2812
486, 1.7109, 27.73, 0.4819, 0.5625
487, 1.7612, 27.78, 0.4714, 0.3750
488, 1.6932, 27.83, 0.4924, 0.4688
489, 1.8124, 27.87, 0.4624, 0.4688
490, 1.7479, 27.92, 0.4700, 0.4062
491, 1.7332, 27.96, 0.4778, 0.4375
492, 1.7350, 28.01, 0.4661, 0.5938
493, 1.7148, 28.06, 0.4844, 0.5000
494, 1.7860, 28.10, 0.4609, 0.4688
495, 1.7033, 28.15, 0.4785, 0.6250
496, 1.7329, 28.20, 0.4600, 0.3750
497, 1.7427, 28.24, 0.4678, 0.4062
498, 1.7232, 28.29, 0.4827, 0.6250
499, 1.6765, 28.34, 0.4856, 0.5000
500, 1.6933, 28.38, 0.4768, 0.5000
501, 1.7022, 28.43, 0.4778, 0.5625
502, 1.6961, 28.48, 0.4900, 0.4375
503, 1.6961, 28.53, 0.4919, 0.5312
504, 1.6613, 28.58, 0.4893, 0.5625
505, 1.6951, 28.63, 0.4783, 0.3750
506, 1.7442, 28.67, 0.4751, 0.5000
507, 1.6929, 28.72, 0.4856, 0.4688
508, 1.7345, 28.77, 0.4805, 0.6250
509, 1.6769, 28.81, 0.4802, 0.2500
510, 1.7420, 28.86, 0.4644, 0.4062
511, 1.6960, 28.91, 0.4897, 0.5000
512, 1.6975, 28.96, 0.4851, 0.4688
513, 1.7298, 29.00, 0.4695, 0.5625
514, 1.6445, 29.05, 0.4912, 0.5938
515, 1.6023, 29.10, 0.5093, 0.4375
516, 1.7493, 29.14, 0.4653, 0.4375
517, 1.6397, 29.19, 0.4946, 0.5000
518, 1.6708, 29.24, 0.4978, 0.3438
519, 1.7209, 29.29, 0.4719, 0.3125
520, 1.6898, 29.34, 0.4749, 0.3750
521, 1.7674, 29.38, 0.4624, 0.5312
522, 1.7018, 29.43, 0.4700, 0.4375
523, 1.6340, 29.48, 0.5002, 0.5938
524, 1.6720, 29.53, 0.4817, 0.6250
525, 1.7269, 29.58, 0.4841, 0.5000
526, 1.7185, 29.63, 0.4714, 0.4375
527, 1.6586, 29.67, 0.4919, 0.5625
528, 1.6574, 29.72, 0.4978, 0.6250
529, 1.6964, 29.77, 0.4749, 0.5938
530, 1.7242, 29.82, 0.4751, 0.5000
531, 1.7387, 29.87, 0.4705, 0.4375
532, 1.6375, 29.92, 0.5039, 0.5625
533, 1.6758, 29.97, 0.4941, 0.5000
534, 1.7280, 30.02, 0.4705, 0.5312
535, 1.6712, 30.07, 0.4885, 0.4375
536, 1.6314, 30.12, 0.4993, 0.4688
537, 1.6966, 30.17, 0.4819, 0.5000
538, 1.6844, 30.22, 0.4783, 0.4688
539, 1.6437, 30.27, 0.4995, 0.5000
540, 1.6712, 30.32, 0.4800, 0.5000
541, 1.6731, 30.37, 0.4814, 0.3438
542, 1.7248, 30.42, 0.4734, 0.4375
543, 1.6490, 30.48, 0.4944, 0.5000
544, 1.7484, 30.53, 0.4692, 0.3438
545, 1.7117, 30.58, 0.4758, 0.4688
546, 1.7059, 30.64, 0.4785, 0.3438
547, 1.6367, 30.68, 0.5005, 0.4375
548, 1.6623, 30.74, 0.4973, 0.4688
549, 1.6993, 30.78, 0.4817, 0.5625
550, 1.6713, 30.84, 0.4988, 0.5625
551, 1.6597, 30.89, 0.4949, 0.6250
552, 1.6702, 30.94, 0.4985, 0.5938
553, 1.6602, 30.99, 0.4932, 0.4688
554, 1.8056, 31.04, 0.4580, 0.4375
555, 1.7444, 31.09, 0.4695, 0.3125
556, 1.6416, 31.14, 0.4966, 0.7188
557, 1.7279, 31.19, 0.4668, 0.5312
